company,question,answer,ans_large_semantic,encoder_score_large_semantic,encoder_correct_large_semantic,fuzzy_score_large_semantic,fuzzy_correct_large_semantic,judge_correct_large_semantic,judge_reason_large_semantic,ans_large_bm25,encoder_score_large_bm25,encoder_correct_large_bm25,fuzzy_score_large_bm25,fuzzy_correct_large_bm25,judge_correct_large_bm25,judge_reason_large_bm25,ans_small_semantic,encoder_score_small_semantic,encoder_correct_small_semantic,fuzzy_score_small_semantic,fuzzy_correct_small_semantic,judge_correct_small_semantic,judge_reason_small_semantic,ans_small_bm25,encoder_score_small_bm25,encoder_correct_small_bm25,fuzzy_score_small_bm25,fuzzy_correct_small_bm25,judge_correct_small_bm25,judge_reason_small_bm25,ans_sentence_semantic,encoder_score_sentence_semantic,encoder_correct_sentence_semantic,fuzzy_score_sentence_semantic,fuzzy_correct_sentence_semantic,judge_correct_sentence_semantic,judge_reason_sentence_semantic,ans_sentence_bm25,encoder_score_sentence_bm25,encoder_correct_sentence_bm25,fuzzy_score_sentence_bm25,fuzzy_correct_sentence_bm25,judge_correct_sentence_bm25,judge_reason_sentence_bm25,ans_baseline,encoder_score_baseline,encoder_correct_baseline,fuzzy_score_baseline,fuzzy_correct_baseline,judge_correct_baseline,judge_reason_baseline
tinder,What is the minimum age to use Tinder?,18,The minimum age to use Tinder is 18 years old.,0.4188881599994343,False,1.0,True,True,"The predicted answer conveys the same substantive fact as the gold answer, stating that the minimum age to use Tinder is 18 years old.",The minimum age to use Tinder is 18 years old.,0.4188881599994343,False,1.0,True,True,"The predicted answer conveys the same substantive fact as the gold answer, stating that the minimum age to use Tinder is 18 years old.",The minimum age to use Tinder is 18 years old.,0.4188881599994343,False,1.0,True,True,"The predicted answer conveys the same substantive fact as the gold answer, stating that the minimum age to use Tinder is 18 years old.",The minimum age to use Tinder is 18 years old.,0.4188484308950028,False,1.0,True,True,"The predicted answer conveys the same substantive fact as the gold answer, stating that the minimum age to use Tinder is 18 years old.",The minimum age to use Tinder is 18 years old.,0.4187773295726035,False,1.0,True,True,"The predicted answer conveys the same substantive fact as the gold answer, stating that the minimum age to use Tinder is 18 years old.",The minimum age to use Tinder is 18 years old.,0.41884642367638125,False,1.0,True,True,"The predicted answer conveys the same substantive fact as the gold answer, stating that the minimum age to use Tinder is 18 years old.",The minimum age to use Tinder is 18 years old.,0.4188881599994343,False,1.0,True,True,"The predicted answer conveys the same substantive fact as the gold answer, stating that the minimum age to use Tinder is 18 years old."
tinder,Does Tinder automatically renew subscriptions?,Yes,"Yes, Tinder automatically renews subscriptions until you cancel them.",0.23454430264307274,False,1.0,True,True,"The predicted answer conveys the same substantive fact that Tinder automatically renews subscriptions, which aligns with the gold answer.","Yes, Tinder automatically renews subscriptions until you cancel them.",0.23454430264307274,False,1.0,True,True,"The predicted answer conveys the same substantive fact that Tinder automatically renews subscriptions, which aligns with the gold answer.","Yes, Tinder automatically renews subscriptions and you will be charged until you cancel.",0.20841547689731021,False,1.0,True,True,"The predicted answer conveys the same substantive fact that Tinder automatically renews subscriptions, which aligns with the gold answer.","Yes, Tinder automatically renews subscriptions until you cancel them.",0.23454430264307274,False,1.0,True,True,"The predicted answer conveys the same substantive fact that Tinder automatically renews subscriptions, which aligns with the gold answer.","Yes, Tinder automatically renews subscriptions until you cancel them. If you purchase a subscription, you will be charged automatically at the end of each subscription period unless you take action to cancel it.",0.18222250286852265,False,1.0,True,True,"The predicted answer accurately conveys that Tinder automatically renews subscriptions, which aligns with the gold answer.","Yes, Tinder automatically renews subscriptions until you cancel them.",0.23454430264307274,False,1.0,True,True,"The predicted answer conveys the same substantive fact that Tinder automatically renews subscriptions, which aligns with the gold answer.","Yes, Tinder subscriptions automatically renew unless you cancel them before the end of the current subscription period.",0.20510775436803347,False,1.0,True,True,"The predicted answer conveys the same substantive fact that Tinder subscriptions automatically renew unless canceled, aligning with the gold answer."
tinder,If you cancel your Tinder subscription do you lose access immediately?,No you retain access until the end of the subscription period,"No, if you cancel your Tinder subscription, you will continue to have access to your subscription benefits until the end of your subscription period. The subscription will not expire immediately upon cancellation.",0.5510405129157672,True,0.7377049180327869,False,True,"The predicted answer conveys the same substantive fact as the gold answer, stating that access is retained until the end of the subscription period after cancellation.","No, if you cancel your Tinder subscription, you do not lose access immediately. You will continue to have access to your subscription benefits until the end of your current subscription period, at which point it will expire.",0.5872071287353714,True,0.7377049180327869,False,True,"The predicted answer accurately conveys that access to subscription benefits continues until the end of the current subscription period, which aligns with the gold answer.","No, if you cancel your Tinder subscription, you do not lose access immediately. Your subscription will remain active until the end of the current billing period, after which you will lose access.",0.6186923567420487,True,0.7213114754098361,False,True,"The predicted answer accurately conveys that access remains until the end of the subscription period, aligning with the gold answer.","No, if you cancel your Tinder subscription, you will continue to have access to your subscription benefits until the end of your subscription period, at which point it will expire.",0.5860428519254421,True,0.7377049180327869,False,True,"The predicted answer accurately conveys that access to subscription benefits continues until the end of the subscription period, which aligns with the gold answer.","No, if you cancel your Tinder subscription, you do not lose access immediately. You may continue to use the canceled service until the end of your then-current subscription term. The subscription will not be renewed when your current term expires.",0.5578791003212807,True,0.6885245901639344,False,True,"The predicted answer accurately conveys that access is retained until the end of the subscription period, consistent with the gold answer.","No, if you cancel your Tinder subscription, you do not lose access immediately. You will continue to have access to your subscription benefits until the end of your then-current subscription term. The subscription will not be renewed when your current term expires.",0.5826040713918254,True,0.6885245901639344,False,True,"The predicted answer accurately conveys that access is retained until the end of the subscription period, aligning with the gold answer.","If you cancel your Tinder subscription, you typically retain access to the premium features until the end of your current billing cycle. After that, you will lose access. For the most accurate and specific information, please refer to Tinder's official Terms of Service or help documentation.",0.5259351054553921,True,0.6019417475728155,False,True,"The predicted answer accurately conveys that access is retained until the end of the current billing cycle, which aligns with the gold answer."
tinder,Who handles refunds for Apple ID subscribers on Tinder?,Apple,"Refund requests for Apple ID subscribers on Tinder are handled by Apple, not Tinder. To request a refund, subscribers should contact Apple directly, for example, by going to Settings > iTunes & App Stores on their Apple device, selecting their Apple ID, viewing Purchase History, and reporting a problem with the transaction. They can also request a refund through Apple Support.",0.2685156967091184,False,1.0,True,True,"The predicted answer accurately conveys that Apple handles refund requests for Apple ID subscribers on Tinder, aligning with the gold answer.","Refunds for Apple ID subscribers on Tinder are handled by Apple, not Tinder. Users can request a refund from Apple through their Apple ID account on their phone or by visiting https://getsupport.apple.com.",0.2782314360633984,False,1.0,True,True,"The predicted answer correctly states that refunds for Apple ID subscribers on Tinder are handled by Apple, which aligns with the gold answer.","Refunds for Apple ID subscribers on Tinder are handled by Apple, not Tinder.",0.26565385375199924,False,1.0,True,True,"The predicted answer accurately conveys that Apple handles refunds for Apple ID subscribers on Tinder, which aligns with the gold answer.","Refunds for Apple ID subscribers on Tinder are handled by Apple, not Tinder. Users must request a refund through their Apple ID account.",0.26480301781693466,False,1.0,True,True,"The predicted answer accurately conveys that refunds for Apple ID subscribers on Tinder are handled by Apple, which aligns with the gold answer.","Refund requests for Apple ID subscribers on Tinder are handled by Apple, not Tinder. To request a refund, users should contact Apple directly.",0.2748734217752252,False,1.0,True,True,"The predicted answer accurately conveys that Apple handles refunds for Apple ID subscribers on Tinder, aligning with the gold answer.","Refunds for Apple ID subscribers on Tinder are handled by Apple, not Tinder. Users can request a refund from Apple through their Apple ID account on their phone or at the Apple Support website.",0.27129839587444887,False,1.0,True,True,"The predicted answer accurately conveys that refunds for Apple ID subscribers on Tinder are handled by Apple, which aligns with the gold answer.","Refunds for Apple ID subscribers on Tinder are handled by Apple. Users must request refunds through Apple's App Store or iTunes Store, as Tinder does not have control over transactions made through Apple.",0.27598128404647804,False,1.0,True,True,"The predicted answer accurately conveys that Apple handles refunds for Apple ID subscribers on Tinder, aligning with the gold answer."
tinder,Does Tinder use your content to train AI models?,Yes,"Yes, Tinder uses your content to train, develop, adapt, modify, enhance, or improve its services and other products, including through the use of AI technology. The agreement grants Tinder a license to collect and use your content for these purposes, and it acknowledges that Tinder's services may ""learn"" and improve based on the information received and generated, including your content.",0.15933207955049733,False,1.0,True,True,"The predicted answer confirms that Tinder uses user content to train AI models, which aligns with the gold answer.","Yes, Tinder uses your content to train, develop, adapt, modify, enhance, or improve its services and other products, including through the use of AI technology. The agreement grants Tinder a license to collect and use your content for these purposes.",0.17163076086137438,False,1.0,True,True,"The predicted answer confirms that Tinder uses user content to train AI models, which aligns with the gold answer.","Yes, Tinder uses your content to train, develop, adapt, modify, enhance, or improve its services and other products, including through the use of AI Technology. You grant Tinder a license to collect and use your content for these purposes.",0.17306415185228477,False,1.0,True,True,"The predicted answer confirms that Tinder uses user content to train AI models, which aligns with the gold answer.","Yes, Tinder has the right to use your content to train, develop, adapt, modify, enhance, or improve its services and other products, including through the use of AI technology.",0.18884748866616202,False,1.0,True,True,"The predicted answer confirms that Tinder uses user content for training AI models, which aligns with the gold answer.","Yes, Tinder uses your content to train, develop, adapt, modify, enhance, or improve its services and other products, including through the use of AI technology. By creating an account and providing your content, you grant Tinder the right to use that content for these purposes as outlined in their agreement.",0.16532644448812275,False,1.0,True,True,"The predicted answer confirms that Tinder uses user content to train AI models, which aligns with the gold answer.","Yes, Tinder uses your content to train, develop, adapt, modify, enhance, or improve its services and other products, including through the use of AI technology. By creating an account and providing content, you grant Tinder the right to use your content for these purposes.",0.1664758852229545,False,1.0,True,True,"The predicted answer confirms that Tinder uses user content to train AI models, which aligns with the gold answer.","As of my last knowledge update in October 2023, Tinder's Terms of Service and Privacy Policy do not explicitly state that they use user content to train AI models. However, they may reserve the right to use user-generated content for various purposes, including improving their services. For the most accurate and current information, please refer directly to Tinder's official Terms of Service and Privacy Policy.",0.10914111903605601,False,0.6666666666666667,False,False,"The predicted answer suggests uncertainty about Tinder's use of user content for training AI models, while the gold answer states definitively that Tinder does use user content for this purpose."
tinder,What city is Tinder LLC based in?,Dallas TX,"Tinder LLC is based in Dallas, Texas.",0.511294580696213,True,0.8888888888888888,True,True,"The predicted answer conveys the same substantive fact as the gold answer, stating that Tinder LLC is based in Dallas, Texas.","Tinder LLC is based in Dallas, TX, USA.",0.4791528826480065,False,0.8888888888888888,True,True,"The predicted answer conveys the same substantive fact as the gold answer, providing the city and state where Tinder LLC is based.","Tinder LLC is based in Dallas, Texas.",0.5113554374163132,True,0.8888888888888888,True,True,"The predicted answer conveys the same substantive fact as the gold answer, stating that Tinder LLC is based in Dallas, Texas.","Tinder LLC is based in Dallas, TX, USA.",0.47914332899373924,False,0.8888888888888888,True,True,"The predicted answer conveys the same substantive fact as the gold answer, stating that Tinder LLC is based in Dallas, TX.","Tinder LLC is based in Dallas, Texas.",0.511294580696213,True,0.8888888888888888,True,True,"The predicted answer conveys the same substantive fact as the gold answer, stating that Tinder LLC is based in Dallas, Texas.","Tinder LLC is based in Dallas, Texas, USA.",0.4823843009185365,False,0.8888888888888888,True,True,"The predicted answer conveys the same substantive fact as the gold answer, stating that Tinder LLC is based in Dallas, Texas, which is accurate.","Tinder LLC is based in West Hollywood, California.",0.23218498379479835,False,0.4444444444444444,False,False,"The predicted answer states that Tinder LLC is based in West Hollywood, California, which contradicts the gold answer that specifies Dallas, TX."
airbnb,How much notice must Airbnb give before terminating your account for a general reason?,30 days,Airbnb must provide you with 30 days’ notice via email or using any other contact information you have provided for your account before terminating your account for a general reason.,0.462217607025498,False,1.0,True,True,"The predicted answer accurately conveys that Airbnb must provide 30 days' notice before terminating an account for a general reason, which aligns with the gold answer.","The provided documents do not specify any notice period that Airbnb must give before terminating your account for a general reason. The focus of the documents is primarily on the pre-arbitration dispute resolution process and the requirements for initiating arbitration. For information regarding account termination policies, you may need to refer to other sections of Airbnb's terms of service or user agreement that specifically address account termination.",0.2678714279038923,False,0.4285714285714286,False,False,"The predicted answer states that the documents do not specify any notice period, which contradicts the gold answer that specifies a 30-day notice period.",Airbnb must provide 30 days' notice via email or using any other contact information you have provided for your account before terminating your account for a general reason.,0.46245226655995664,False,1.0,True,True,"The predicted answer accurately conveys that Airbnb must provide 30 days' notice before terminating an account for a general reason, which aligns with the gold answer.","The documents provided do not specify the amount of notice Airbnb must give before terminating your account for a general reason. They focus on the requirements for a Pre-Dispute Notice when Airbnb is bringing a dispute. For information regarding account termination notice, you may need to refer to Airbnb's terms of service or other official documentation.",0.24657762490701507,False,0.4285714285714286,False,False,"The predicted answer states that the documents do not specify the notice period, which contradicts the gold answer stating it is 30 days.",Airbnb must provide you with 30 days’ notice via email or using any other contact information you have provided for your account before terminating your account for a general reason.,0.4621386335556539,False,1.0,True,True,"The predicted answer accurately conveys that Airbnb must provide 30 days' notice before terminating an account for a general reason, which aligns with the gold answer.","The provided documents do not specify the amount of notice Airbnb must give before terminating your account for a general reason. The focus of the documents is primarily on the arbitration process and the requirements for dispute resolution. For specific information regarding account termination, you may need to refer to other sections of Airbnb's terms of service or policies that are not included in the provided text.",0.2511644018160157,False,0.4285714285714286,False,False,"The predicted answer states that the documents do not specify the amount of notice, which contradicts the gold answer that clearly states a 30-day notice is required.",Airbnb's Terms of Service state that they may terminate your account for a general reason with notice of 30 days.,0.4752569393389615,False,1.0,True,True,The predicted answer accurately conveys the same substantive fact as the gold answer regarding the 30-day notice requirement for account termination.
airbnb,How long of inactivity before Airbnb can terminate your account without notice?,More than 2 years,Airbnb can terminate your account without prior notice if it has been inactive for more than two years.,0.4071845497733053,False,0.8235294117647058,True,True,"The predicted answer conveys the same substantive fact as the gold answer, stating that inactivity for more than two years can lead to account termination without prior notice.",Airbnb can terminate your account without prior notice if your account has been inactive for more than two years.,0.3902459933995088,False,0.8235294117647058,True,True,"The predicted answer conveys the same substantive fact as the gold answer, stating that inactivity for more than two years can lead to account termination without prior notice.",Airbnb can terminate your account without prior notice if it has been inactive for more than two years.,0.4071845497733053,False,0.8235294117647058,True,True,"The predicted answer conveys the same substantive fact as the gold answer, stating that inactivity for more than two years can lead to account termination without prior notice.","The documents provided do not specify a specific duration of inactivity before Airbnb can terminate your account without notice. They mention that Airbnb may terminate the agreement and your account for any reason by providing 30 days’ notice, but they can also terminate the agreement immediately and without notice if you breach the Terms or violate their Additional Legal Terms or Policies. Therefore, the documents do not indicate a specific inactivity period that would lead to termination without notice.",0.25796447091577723,False,0.5294117647058824,False,False,"The predicted answer does not specify the inactivity period of more than 2 years as stated in the gold answer, and instead focuses on termination conditions without notice related to breaches, which does not align with the gold answer's specific timeframe.",Airbnb can terminate your account without prior notice if it has been inactive for more than two years.,0.4071845497733053,False,0.8235294117647058,True,True,"The predicted answer conveys the same substantive fact as the gold answer, stating that inactivity for more than two years can lead to account termination without prior notice.",Airbnb may terminate your account without prior notice if it has been inactive for more than two years.,0.4079609248001114,False,0.8235294117647058,True,True,"The predicted answer conveys the same substantive fact as the gold answer, stating that inactivity for more than two years can lead to account termination without prior notice.",Airbnb's Terms of Service state that they may terminate your account if it has been inactive for a period of 24 months.,0.32084155696652583,False,0.4705882352941176,False,True,"The predicted answer accurately conveys that Airbnb can terminate an account after 24 months of inactivity, which is equivalent to the gold answer stating 'more than 2 years.'"
airbnb,If a Host terminates their account what happens to confirmed bookings?,They are automatically canceled and guests receive a full refund,"If a Host terminates their Airbnb account, any confirmed booking(s) will be automatically canceled, and the Guests will receive a full refund.",0.6818139061420333,True,0.84375,True,True,"The predicted answer conveys the same substantive fact as the gold answer, stating that confirmed bookings are automatically canceled and guests receive a full refund.","If a Host terminates their Airbnb account, any confirmed booking(s) will be automatically canceled, and the Guests will receive a full refund.",0.6818391534073831,True,0.84375,True,True,"The predicted answer conveys the same substantive fact as the gold answer, stating that confirmed bookings are automatically canceled and guests receive a full refund.","If a Host terminates their account, any confirmed bookings will be automatically cancelled, and the Guests will receive a full refund.",0.7115145700780079,True,0.828125,True,True,"The predicted answer conveys the same substantive fact as the gold answer, stating that confirmed bookings are automatically canceled and guests receive a full refund.","If a Host terminates their Airbnb account, any confirmed bookings will be automatically canceled, and the Guests will receive a full refund.",0.6813877830984484,True,0.84375,True,True,"The predicted answer conveys the same substantive fact as the gold answer, stating that confirmed bookings are automatically canceled and guests receive a full refund.","If a Host terminates their Airbnb account, any confirmed bookings will be automatically canceled, and the Guests will receive a full refund.",0.681374396909939,True,0.84375,True,True,"The predicted answer conveys the same substantive fact as the gold answer, stating that confirmed bookings are automatically canceled and guests receive a full refund.","If a Host terminates their Airbnb account, any confirmed booking(s) will be automatically canceled, and the Guests will receive a full refund.",0.6818453192732883,True,0.84375,True,True,"The predicted answer conveys the same substantive fact as the gold answer, stating that confirmed bookings are automatically canceled and guests receive a full refund.","If a Host terminates their account, confirmed bookings are typically canceled, and guests may receive a full refund. However, specific outcomes can vary based on Airbnb's policies at the time and the circumstances of the termination. For the most accurate and detailed information, it's best to refer directly to Airbnb's Terms of Service or contact their support.",0.6191011661541377,True,0.84375,True,True,"The predicted answer conveys the same substantive fact that confirmed bookings are canceled and guests receive a refund, while also acknowledging potential variations in policy."
airbnb,How many days notice does Airbnb give before Terms of Service changes take effect?,At least 30 days,"The documents provided do not specify a notice period for changes to the Terms of Service. They mention that Airbnb may terminate the agreement with 30 days' notice for any reason, but there is no mention of a specific notice period for changes to the Terms of Service themselves. Therefore, based on the provided information, it is unclear how many days' notice Airbnb gives before changes to the Terms of Service take effect.",0.4005200464601449,False,0.6875,False,False,"The predicted answer states that it is unclear how many days' notice Airbnb gives before changes to the Terms of Service take effect, which contradicts the gold answer that specifies 'at least 30 days' notice.'",Airbnb provides at least thirty (30) days' notice before the proposed changes to the Terms of Service take effect.,0.530739681671986,True,0.625,False,True,"The predicted answer conveys the same substantive fact as the gold answer, stating that Airbnb provides at least 30 days' notice before changes take effect.",Airbnb provides at least 30 days' notice before the changes to the Terms of Service take effect.,0.5229890414565526,True,1.0,True,True,"The predicted answer conveys the same substantive fact as the gold answer, stating that Airbnb provides at least 30 days' notice before changes take effect.",Airbnb gives at least 30 days notice before Terms of Service changes take effect.,0.5291923379316074,True,1.0,True,True,"The predicted answer conveys the same substantive fact as the gold answer, stating that Airbnb gives at least 30 days notice before Terms of Service changes take effect.",Airbnb provides at least thirty (30) days' notice before changes to the Terms of Service take effect.,0.5302253813863381,True,0.625,False,True,"The predicted answer conveys the same substantive fact as the gold answer, stating that Airbnb provides at least 30 days' notice before changes take effect.",Airbnb provides at least thirty (30) days notice before changes to the Terms of Service take effect.,0.5315625857007328,True,0.625,False,True,"The predicted answer conveys the same substantive fact as the gold answer, stating that Airbnb provides at least thirty days notice before changes take effect.",Airbnb provides 30 days' notice before changes to the Terms of Service take effect.,0.4913948763002394,False,0.625,False,True,"The predicted answer conveys the same substantive fact as the gold answer, stating that Airbnb provides 30 days' notice before changes take effect."
airbnb,When was the Airbnb Terms of Service last updated?,February 5 2026,"The Airbnb Terms of Service were last updated on February 5, 2026.",0.45887253831235525,False,0.9333333333333332,True,True,"The predicted answer conveys the same substantive fact as the gold answer, stating the same date of the last update.","The Airbnb Terms of Service were last updated on February 5, 2026.",0.45887253831235525,False,0.9333333333333332,True,True,"The predicted answer conveys the same substantive fact as the gold answer, stating the same date of the last update.","The specific date when the Airbnb Terms of Service was last updated is not provided in the documents you shared. The documents mention that the ""Last Updated"" date will be displayed at the top of the Terms, but that date is not included in the text provided.",0.2664019235679716,False,0.33333333333333337,False,False,"The predicted answer does not provide the specific date of February 5, 2026, and instead states that the date is not provided, which contradicts the gold answer.","The Airbnb Terms of Service were last updated on February 5, 2026.",0.45887253831235525,False,0.9333333333333332,True,True,"The predicted answer conveys the same substantive fact as the gold answer, stating the same date of the last update.","The Airbnb Terms of Service were last updated on February 5, 2026.",0.45887253831235525,False,0.9333333333333332,True,True,"The predicted answer conveys the same substantive fact as the gold answer, stating the same date of the last update.","The Airbnb Terms of Service were last updated on February 5, 2026.",0.45887253831235525,False,0.9333333333333332,True,True,"The predicted answer conveys the same substantive fact as the gold answer, stating the same date of the last update.","I’m sorry, but I cannot provide the specific date of the last update to Airbnb's Terms of Service. You can find this information directly on Airbnb's website in the Terms of Service section.",0.23105989883262587,False,0.33333333333333337,False,False,"The predicted answer does not provide the specific date of the last update, which is essential information that contradicts the gold answer."
spotify,What is the minimum age to use Spotify without parental consent?,18,"The minimum age to use Spotify without parental consent is 18 years old. If you are not 18, you must be at least 13 years old and have obtained parental or guardian consent to use the service.",0.36386165128853,False,1.0,True,True,"The predicted answer correctly states that the minimum age to use Spotify without parental consent is 18 years old, and it also provides additional relevant information about the age with parental consent, which does not contradict the gold answer.","The minimum age to use Spotify without parental consent is 18 years old. If a user is not 18, they must be at least 13 years old and have obtained parental or guardian consent to enter into the terms.",0.367231007780975,False,1.0,True,True,The predicted answer accurately conveys the same substantive fact as the gold answer regarding the minimum age to use Spotify without parental consent.,The minimum age to use Spotify without parental consent is 18 years old.,0.38576677033105033,False,1.0,True,True,"The predicted answer conveys the same substantive fact as the gold answer, stating that the minimum age to use Spotify without parental consent is 18 years old.","The minimum age to use Spotify without parental consent varies by country or region, as it is determined by the ""Age Limit"" set for each location. Users must meet this minimum age requirement to register as a user without needing parental consent.",0.31492418946336975,False,0.0,False,False,"The predicted answer does not specify the minimum age as 18 and suggests that it varies by country, which contradicts the gold answer.","The minimum age to use Spotify without parental consent is 18 years old. If you are not 18, you must be at least 13 years old and have obtained parental or guardian consent to use the service.",0.3637870600054017,False,1.0,True,True,"The predicted answer accurately conveys the minimum age requirement of 18 years old to use Spotify without parental consent, while also providing additional relevant information about the age with parental consent.","The minimum age to use Spotify without parental consent is 18 years old. If a user is not 18, they must be at least 13 years old and have obtained parental or guardian consent to enter into the terms.",0.3672595987136941,False,1.0,True,True,"The predicted answer accurately conveys the minimum age requirement of 18 years old to use Spotify without parental consent, while also providing additional relevant information about the age of 13 with parental consent, which does not contradict the gold answer.",The minimum age to use Spotify without parental consent is 13 years old.,0.3424766628490412,False,0.5,False,False,"The predicted answer states that the minimum age is 13, which contradicts the gold answer stating it is 18."
spotify,What is Spotify's maximum liability cap in a lawsuit?,The greater of amounts paid in the 12 months prior to the claim or 30 USD,"Spotify's maximum liability cap in a lawsuit is the greater of (A) the amounts paid by you to Spotify during the twelve months prior to the first claim, or (B) $30.00.",0.5480251944405801,True,0.6438356164383562,False,True,The predicted answer accurately conveys the same substantive fact as the gold answer regarding Spotify's maximum liability cap in a lawsuit.,"Spotify's maximum liability cap in a lawsuit is the greater of (A) the amounts paid by you to Spotify during the twelve months prior to the first claim, or (B) $30.00.",0.5481056667950858,True,0.6438356164383562,False,True,"The predicted answer accurately conveys the same substantive fact as the gold answer, detailing the maximum liability cap as the greater of the amounts paid in the prior 12 months or $30.","The provided documents do not specify a maximum liability cap for Spotify in a lawsuit. They indicate that Spotify's liability is limited except in cases of fraud, fraudulent misrepresentation, death, or personal injury, where applicable law would prohibit such limitations. For specific details regarding liability caps, one would need to refer to the full terms and conditions or legal agreements provided by Spotify.",0.34059448722243896,False,0.45714285714285713,False,False,"The predicted answer does not specify the maximum liability cap of the greater of amounts paid in the 12 months prior to the claim or 30 USD, which is stated in the gold answer. Instead, it discusses general limitations on liability without providing the specific cap.","The provided documents do not specify a maximum liability cap for Spotify in a lawsuit. They do mention that Spotify's liability is not limited for fraud, fraudulent misrepresentation, death, or personal injury as prohibited by applicable law. For specific details regarding liability caps, one would need to refer to the full terms and conditions or legal agreements provided by Spotify.",0.32798477329944314,False,0.4657534246575342,False,False,"The predicted answer does not provide the specific maximum liability cap of $30 or the alternative of amounts paid in the 12 months prior to the claim, which is essential information in the gold answer.","Spotify's maximum liability cap in a lawsuit is the greater of (A) the amounts paid by you to Spotify during the twelve months prior to the first claim, or (B) $30.00.",0.5481056667950858,True,0.6438356164383562,False,True,"The predicted answer accurately conveys the same substantive fact as the gold answer regarding Spotify's maximum liability cap in a lawsuit, including the conditions for determining the cap.","Spotify's maximum liability cap in a lawsuit is the greater of (A) the amounts paid by you to Spotify during the twelve months prior to the first claim, or (B) $30.00.",0.5481056667950858,True,0.6438356164383562,False,True,"The predicted answer accurately conveys the same substantive fact as the gold answer regarding Spotify's maximum liability cap in a lawsuit, including the conditions for determining the cap.","Spotify's Terms of Service state that their maximum liability cap in a lawsuit is limited to the amount you paid for the service in the 12 months preceding the event giving rise to the liability. If you have not paid anything, their liability is capped at $0.",0.4354518071336429,False,0.5753424657534247,False,False,"The predicted answer does not mention the $30 cap, which is part of the gold answer's criteria for the maximum liability cap."
spotify,How long do you have to file a claim against Spotify?,1 year,"You must file a claim against Spotify within one (1) year after the date you first know or reasonably should know of the act, omission, or default giving rise to the claim.",0.30688491701262244,False,0.8333333333333335,True,True,"The predicted answer conveys the same substantive fact as the gold answer by stating that the claim must be filed within one year, providing additional context without changing the meaning.","You must file a claim against Spotify within one (1) year after the date you first know or reasonably should know of the act, omission, or default giving rise to the claim. If you do not assert your claim within that time period, you will have no right to any remedy.",0.30034477955562516,False,0.8333333333333335,True,True,"The predicted answer accurately conveys that the claim must be filed within one year, consistent with the gold answer, despite being more detailed.","You have a tolling period during which the applicable statute of limitations or contractual limitations period is paused. This period lasts until either thirty (30) days after the completion of the Informal Resolution Period (if no Informal Settlement Conference is held) or thirty (30) days after the completion of the Informal Settlement Conference (if one is held). Therefore, the time you have to file a claim against Spotify effectively extends based on these conditions.",0.27945979231046786,False,0.5,False,False,"The predicted answer provides a more complex explanation involving tolling periods and informal resolution, which does not directly convey the simple fact that the claim must be filed within 1 year.","The documents provided do not specify a time limit for filing a claim against Spotify. To find out the exact duration for filing a claim, you may need to refer to the specific terms and conditions or policies related to claims and disputes provided by Spotify.",0.2035875527745578,False,0.5,False,False,"The predicted answer does not provide the specific time limit of 1 year for filing a claim against Spotify, which is stated in the gold answer.","You have one (1) year from the date you first know or reasonably should know of the act, omission, or default giving rise to the claim to file a claim against Spotify.",0.42676265871813057,False,0.8333333333333335,True,True,"The predicted answer conveys the same substantive fact as the gold answer by stating that you have one year to file a claim against Spotify, albeit with additional detail about when the time period begins.","The documents provided do not specify a specific time limit for filing a claim against Spotify. However, it is important to note that if you choose to file an arbitration proceeding, the allocation and payment of Arbitration Fees will be governed by the NAM Rules, which may include deadlines for filing claims. Additionally, the documents mention that the arbitrator may resolve disagreements regarding fees or expenses at any time during the proceeding, but they do not provide a clear timeframe for filing a claim. It is advisable to refer to the NAM Rules or consult legal counsel for specific time limits related to arbitration claims.",0.17108830620322563,False,0.6666666666666667,False,False,"The predicted answer does not provide the specific time limit of 1 year for filing a claim against Spotify, which is stated in the gold answer.",You have to file a claim against Spotify within one year after the claim arises.,0.3529432559758554,False,0.8333333333333335,True,True,"The predicted answer conveys the same substantive fact as the gold answer, stating that the claim must be filed within one year after it arises."
